1506310301,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310301,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310301,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310301,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310301,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310302,s1-eth1,1250625.00,27442.00,1278067.00,27442,1250625,837.00,415.00,1252.00,415,837,0.00,0.00,0,0
1506310302,s1-eth2,28343.00,1221386.00,1249729.00,1221386,28343,422.00,427.00,849.00,427,422,0.00,0.00,0,0
1506310302,lo,2588.00,2588.00,5176.00,2588,2588,22.00,22.00,44.00,22,22,0.00,0.00,0,0
1506310302,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310302,total,1281556.00,1251416.00,2532972.00,1251416,1281556,1281.00,864.00,2145.00,864,1281,0.00,0.00,0,0
1506310303,s1-eth1,1238855.00,27060.00,1265915.00,27060,1238855,820.00,410.00,1230.00,410,820,0.00,0.00,0,0
1506310303,s1-eth2,28103.00,1212052.00,1240155.00,1212052,28103,416.00,418.00,834.00,418,416,0.00,0.00,0,0
1506310303,lo,200.00,200.00,400.00,200,200,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1506310303,eth0,636.00,0.00,636.00,0,636,9.00,0.00,9.00,0,9,0.00,0.00,0,0
1506310303,total,1267794.00,1239312.00,2507106.00,1239312,1267794,1247.00,830.00,2077.00,830,1247,0.00,0.00,0,0
1506310304,s1-eth1,1234113.00,27720.00,1261833.00,27720,1234113,816.00,420.00,1236.00,420,816,0.00,0.00,0,0
1506310304,s1-eth2,27986.00,1207642.00,1235628.00,1207642,27986,422.00,417.00,839.00,417,422,0.00,0.00,0,0
1506310304,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310304,eth0,5069.00,3030.00,8099.00,3030,5069,15.00,15.00,30.00,15,15,0.00,0.00,0,0
1506310304,total,1267168.00,1238392.00,2505560.00,1238392,1267168,1253.00,852.00,2105.00,852,1253,0.00,0.00,0,0
1506310305,s1-eth1,1244778.00,27984.00,1272762.00,27984,1244778,824.00,424.00,1248.00,424,824,0.00,0.00,0,0
1506310305,s1-eth2,28187.00,1215080.00,1243267.00,1215080,28187,425.00,420.00,845.00,420,425,0.00,0.00,0,0
1506310305,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1506310305,eth0,213.00,760.00,973.00,760,213,1.00,9.00,10.00,9,1,0.00,0.00,0,0
1506310305,total,1271906.12,1242581.50,2514487.50,1243824,1273178,1248.75,852.15,2100.90,853,1250,0.00,0.00,0,0
1506310306,s1-eth1,1223382.00,27988.00,1251370.00,27988,1223382,809.00,424.00,1233.00,424,809,0.00,0.00,0,0
1506310306,s1-eth2,28192.00,1200274.00,1228466.00,1200274,28192,425.00,415.00,840.00,415,425,0.00,0.00,0,0
1506310306,lo,676.00,676.00,1352.00,676,676,6.00,6.00,12.00,6,6,0.00,0.00,0,0
1506310306,eth0,213.00,0.00,213.00,0,213,1.00,0.00,1.00,0,1,0.00,0.00,0,0
