20170924203142,10.0.0.1,60570,10.0.0.2,5001,3,0.0-1.0,2097152,16777216
20170924203143,10.0.0.1,60570,10.0.0.2,5001,3,1.0-2.0,1310720,10485760
20170924203144,10.0.0.1,60570,10.0.0.2,5001,3,2.0-3.0,1703936,13631488
20170924203145,10.0.0.1,60570,10.0.0.2,5001,3,3.0-4.0,1240568,9924544
20170924203146,10.0.0.1,60570,10.0.0.2,5001,3,4.0-5.0,1563840,12510720
20170924203147,10.0.0.1,60570,10.0.0.2,5001,3,5.0-6.0,1498680,11989440
20170924203148,10.0.0.1,60570,10.0.0.2,5001,3,6.0-7.0,1563840,12510720
20170924203149,10.0.0.1,60570,10.0.0.2,5001,3,7.0-8.0,1498680,11989440
20170924203150,10.0.0.1,60570,10.0.0.2,5001,3,8.0-9.0,1238040,9904320
20170924203151,10.0.0.1,60570,10.0.0.2,5001,3,9.0-10.0,1172880,9383040
20170924203152,10.0.0.1,60570,10.0.0.2,5001,3,10.0-11.0,1238040,9904320
20170924203153,10.0.0.1,60570,10.0.0.2,5001,3,11.0-12.0,1172880,9383040
20170924203154,10.0.0.1,60570,10.0.0.2,5001,3,12.0-13.0,1238040,9904320
20170924203155,10.0.0.1,60570,10.0.0.2,5001,3,13.0-14.0,586440,4691520
20170924203156,10.0.0.1,60570,10.0.0.2,5001,3,14.0-15.0,1238040,9904320
20170924203157,10.0.0.1,60570,10.0.0.2,5001,3,15.0-16.0,1172880,9383040
20170924203158,10.0.0.1,60570,10.0.0.2,5001,3,16.0-17.0,1238040,9904320
20170924203159,10.0.0.1,60570,10.0.0.2,5001,3,17.0-18.0,1238040,9904320
20170924203200,10.0.0.1,60570,10.0.0.2,5001,3,18.0-19.0,1303200,10425600
20170924203201,10.0.0.1,60570,10.0.0.2,5001,3,19.0-20.0,1238040,9904320
20170924203202,10.0.0.1,60570,10.0.0.2,5001,3,20.0-21.0,1172880,9383040
20170924203203,10.0.0.1,60570,10.0.0.2,5001,3,21.0-22.0,1238040,9904320
20170924203204,10.0.0.1,60570,10.0.0.2,5001,3,22.0-23.0,1172880,9383040
20170924203205,10.0.0.1,60570,10.0.0.2,5001,3,23.0-24.0,1303200,10425600
20170924203206,10.0.0.1,60570,10.0.0.2,5001,3,24.0-25.0,1172880,9383040
20170924203207,10.0.0.1,60570,10.0.0.2,5001,3,25.0-26.0,1238040,9904320
20170924203208,10.0.0.1,60570,10.0.0.2,5001,3,26.0-27.0,1172880,9383040
20170924203209,10.0.0.1,60570,10.0.0.2,5001,3,27.0-28.0,1238040,9904320
20170924203210,10.0.0.1,60570,10.0.0.2,5001,3,28.0-29.0,1172880,9383040
20170924203211,10.0.0.1,60570,10.0.0.2,5001,3,29.0-30.0,1238040,9904320
20170924203211,10.0.0.1,60570,10.0.0.2,5001,3,0.0-30.4,38671736,10177711
