20170924203250,10.0.0.1,49626,10.0.0.4,5001,3,0.0-1.0,917504,7340032
20170924203251,10.0.0.2,42470,10.0.0.4,5001,3,1.0-2.0,524288,4194304
20170924203252,10.0.0.1,49626,10.0.0.4,5001,3,2.0-3.0,650624,5204992
20170924203253,10.0.0.3,60178,10.0.0.4,5001,3,3.0-4.0,649344,5194752
20170924203254,10.0.0.1,49626,10.0.0.4,5001,3,4.0-5.0,390960,3127680
20170924203255,10.0.0.1,49626,10.0.0.4,5001,3,5.0-6.0,456120,3648960
20170924203256,10.0.0.1,49626,10.0.0.4,5001,3,6.0-7.0,390960,3127680
20170924203257,10.0.0.1,49626,10.0.0.4,5001,3,7.0-8.0,325800,2606400
20170924203258,10.0.0.1,49626,10.0.0.4,5001,3,8.0-9.0,325800,2606400
20170924203259,10.0.0.3,60178,10.0.0.4,5001,3,9.0-10.0,524288,4194304
20170924203300,10.0.0.3,60178,10.0.0.4,5001,3,10.0-11.0,512256,4098048
20170924203301,10.0.0.3,60178,10.0.0.4,5001,3,11.0-12.0,586440,4691520
20170924203302,10.0.0.3,60178,10.0.0.4,5001,3,12.0-13.0,456120,3648960
20170924203303,10.0.0.3,60178,10.0.0.4,5001,3,13.0-14.0,521280,4170240
20170924203304,10.0.0.3,60178,10.0.0.4,5001,3,14.0-15.0,521280,4170240
20170924203305,10.0.0.3,60178,10.0.0.4,5001,3,15.0-16.0,456120,3648960
20170924203306,10.0.0.3,60178,10.0.0.4,5001,3,16.0-17.0,521280,4170240
20170924203307,10.0.0.3,60178,10.0.0.4,5001,3,17.0-18.0,521280,4170240
20170924203308,10.0.0.3,60178,10.0.0.4,5001,3,18.0-19.0,586440,4691520
20170924203309,10.0.0.2,42470,10.0.0.4,5001,3,19.0-20.0,390960,3127680
20170924203310,10.0.0.2,42470,10.0.0.4,5001,3,20.0-21.0,261392,2091136
20170924203311,10.0.0.2,42470,10.0.0.4,5001,3,21.0-22.0,455368,3642944
20170924203312,10.0.0.2,42470,10.0.0.4,5001,3,22.0-23.0,390960,3127680
20170924203313,10.0.0.2,42470,10.0.0.4,5001,3,23.0-24.0,325800,2606400
20170924203314,10.0.0.2,42470,10.0.0.4,5001,3,24.0-25.0,390960,3127680
20170924203315,10.0.0.2,42470,10.0.0.4,5001,3,25.0-26.0,325800,2606400
20170924203316,10.0.0.1,49626,10.0.0.4,5001,3,26.0-27.0,260640,2085120
20170924203317,10.0.0.1,49626,10.0.0.4,5001,3,27.0-28.0,325800,2606400
20170924203318,10.0.0.1,49626,10.0.0.4,5001,3,28.0-29.0,260640,2085120
20170924203319,10.0.0.1,49626,10.0.0.4,5001,3,29.0-30.0,260640,2085120
20170924203319,10.0.0.1,49626,10.0.0.4,5001,3,0.0-30.5,10040432,2635354
